업종명,업소명,업소소재지(도로명),소재지전화
미용업(피부),세븐데이즈,"대전광역시 서구 계룡로509번길 7, 2층 204호 (탄방동, 시티빌1)",
미용업(피부),힐링타임,"대전광역시 서구 관저남로25번길 23-65, 1(일부)층 (관저동)",
미용업(피부),손길스킨앤바디(skin&body),"대전광역시 서구 구봉산북로7번길 70-20, 2(일부)층 (관저동)",042-544-7322
미용업(피부),그녀의피부는퀸즈,"대전광역시 서구 계백로1286번길 77, 2층 (정림동)",
미용업(피부),천수당에스테틱,"대전광역시 서구 신갈마로 110-1, 2층 일부 (갈마동)",042-535-8275
미용업(피부),바이은경,"대전광역시 서구 둔산중로 40, 둔산더리치빌 1층 131호 (둔산동)",
미용업(피부),누리빛피부관리실,"대전광역시 서구 정림서로138번길 21, 상가동 2층 204호 (정림동, 백목련아파트)",
미용업(피부),라이콘더비채(Lycon the 비채),"대전광역시 서구 둔산로 130, 대덕프라자 2층 208호 (둔산동)",042-483-4243
미용업(피부),수피아,"대전광역시 서구 원도안로179번길 8-23, 1층 일부 (도안동)",
미용업(피부),포맘스케어,"대전광역시 서구 계룡로509번길 7, 2층 201호 (탄방동, 시티빌1)",
미용업(피부),미&힐링뷰티,"대전광역시 서구 정림동로5번길 40, 2층 일부 (정림동)",
미용업(피부),체(體):쉼표,"대전광역시 서구 관저중로64번길 63, 1층 103호 (관저동)",
미용업(피부),맘사랑에스테틱,"대전광역시 서구 계룡로491번길 20, 1층 일부 (둔산동)",
미용업(피부),청아에스테틱,"대전광역시 서구 둔지로 46, 3층 301(일부)호 (둔산동, 겔러리빌)",
미용업(피부),Eye이뻐,"대전광역시 서구 문정로10번길 39, 1층 101호 (탄방동, 개나리아파트)",
미용업(피부),모모스왁싱,"대전광역시 서구 용소로 41, 1층 일부 (가수원동)",
미용업(피부),에스테틱BR,"대전광역시 서구 둔산대로117번길 44, 2층 214(일부)호 (만년동)",
미용업(피부),바더바피부관리실,"대전광역시 서구 도솔로 323, 1층 일부 (괴정동)",042-331-6246
미용업(피부),리즈스킨,"대전광역시 서구 문정로2번길 51, 2층 203호 (탄방동, 시티빌 3차)",042-486-3413
미용업(피부),길 에스테틱,"대전광역시 서구 둔산로 228, 2층 6호 (둔산동)",
미용업(피부),동안라인뷰티,"대전광역시 서구 둔산로31번길 52, 덕삼빌딩 3층 302호 (둔산동)",042-477-5005
미용업(피부),청연에스테틱,"대전광역시 서구 청사서로 11, 단지내상가 2층 202(일부)호 (월평동, 무지개아파트)",
미용업(피부),꼼꼼왁싱,"대전광역시 서구 월평로90번길 21, 1층 일부 (월평동)",
미용업(피부),첫눈에뷰티(왁싱),"대전광역시 서구 둔산중로 20, 나비家 아르누보팰리스 1층 154(일부)호,155(일부)호 (탄방동)",042-482-0377
미용업(피부),준피부관리실,"대전광역시 서구 문정로 77, 로데오 타운 3층 343호 (탄방동)",
미용업(피부),연스킨앤바디,"대전광역시 서구 둔산남로 15, 상가동 1층 108호 (둔산동, 은하수아파트)",
미용업(피부),휠로스in바비,"대전광역시 서구 복수남로36번길 18, 성진빌라, 1층일부 (복수동)",
미용업(피부),아나덴 가수원점,"대전광역시 서구 계백로 1145, 좋은빌딩, 110호일부 (가수원동)",
미용업(종합),이승희미용실,대전광역시 서구 문정로 176 (둔산동),042-535-2259
미용업(종합),아름다운사람들,대전광역시 서구 둔산로206번길 29 (둔산동),042-485-3117
미용업(종합),춘프로헤어,대전광역시 서구 계룡로629번길 13 (탄방동),042-528-8291
미용업(종합),김수연헤어,"대전광역시 서구 갈마역로25번길 49 (갈마동,(1층)",042-489-5345
미용업(종합),리안헤어,"대전광역시 서구 계룡로 624, 2층 (용문동)",042-538-3363
미용업(종합),서영헤어샵,"대전광역시 서구 계백로 1426 (도마동,(상가111호)",042-584-1848
미용업(종합),뷰티샵도도,"대전광역시 서구 도산로 101 (도마동,(2층)",042-528-8897
미용업(종합),바비샵,대전광역시 서구 도산로341번길 92 (괴정동),
미용업(종합),수미용실,"대전광역시 서구 도마로 60 (도마동,(1층 4호)",070-7788-5951
미용업(종합),제이제이에스테틱,"대전광역시 서구 둔산로 220 (둔산동,(2층 208호)",042-487-5317
미용업(종합),HAIR by 승현,"대전광역시 서구 갈마로 218 (내동,(지하1층)",042-537-1022
미용업(종합),헤어퀸,"대전광역시 서구 변동로 73-1 (변동,(1층)",042-322-5525
미용업(종합),심은정헤어비스,"대전광역시 서구 도마로 40-3, 1층 (도마동)",042-534-8020
미용업(종합),도도헤어,"대전광역시 서구 도솔로305번길 64, 1층 (괴정동)",042-534-7673
미용업(종합),예뻐진스킨앤바디,"대전광역시 서구 관저중로95번길 105, 3층 301호 (관저동)",042-537-2171
미용업(종합),화장품나라피부플러스,"대전광역시 서구 도솔로296번길 40 (괴정동,(1층)",042-533-8248
미용업(종합),교토,"대전광역시 서구 유등로65번길 25 (복수동,(2층)",042-584-9996
미용업(종합),유진&유진헤어뷰티,"대전광역시 서구 용문로 10-1 (괴정동,(1층)",042-482-9387
미용업(종합),러블리헤어,"대전광역시 서구 도솔로 351, 1층 (괴정동)",042-544-3675
미용업(종합),피어나뷰티샵,"대전광역시 서구 도솔로 389 (괴정동,(3층)",042-528-5968
미용업(종합),조이헤어?,"대전광역시 서구 갈마중로7번길 42 (갈마동,(2층 203호)",042-533-7017
미용업(종합),두두헤어,"대전광역시 서구 도마로57번길 11 (변동,(1층)",042-582-8554
미용업(종합),팜스스파스킨케어,"대전광역시 서구 복수남로36번길 27 (복수동,(1층)",042-584-4912
미용업(종합),허니헤어,"대전광역시 서구 관저중로96번길 12 (관저동,(2층)",042-544-0514
미용업(종합),누보헤어,"대전광역시 서구 둔산남로191번길 15 (둔산동,(1층)",042-472-3424
미용업(종합),강미자미용실,"대전광역시 서구 갈마중로 4 (갈마동,(2층)",042-533-4335
미용업(종합),아리헤어본,"대전광역시 서구 만년남로 8 (만년동,(2층 206호)",042-483-0358
미용업(종합),헤어두,대전광역시 서구 원도안로 183 (도안동),042-544-2023
미용업(종합),푸른미용실,"대전광역시 서구 갈마로117번길 23 (갈마동,(1층 133호)",042-527-2536
미용업(종합),나드리토탈뷰티샵,"대전광역시 서구 정림로74번길 56, 1층 (정림동, 1층일부)",042-586-8228
미용업(종합),요술아이탄,"대전광역시 서구 갈마중로 12, 3층 (갈마동, 갤럭시빌딩)",042-525-4704
미용업(종합),영헤어샵,"대전광역시 서구 월평새뜸로8번길 37, 1층 (월평동)",070-8714-5995
미용업(종합),스킨포미,"대전광역시 서구 둔산로 218, 2층 (둔산동)",042-362-5991
미용업(종합),프란체스카,"대전광역시 서구 배재로 88, 1층 (도마동)",042-532-1770
미용업(종합),스타일라,"대전광역시 서구 둔산로31번길 10-23, 3층 (둔산동)",042-488-6678
미용업(종합),휴and화이트에스테틱,"대전광역시 서구 도솔로305번길 2, 1층 (괴정동)",042-526-6355
미용업(종합),해밀헤어,"대전광역시 서구 관저중로95번길 104, 101호 (관저동)",042-541-5578
미용업(종합),더헤어,"대전광역시 서구 계룡로 382-6, 1층 (갈마동)",042-523-5232
미용업(종합),뷰티하우스엠,"대전광역시 서구 계룡로 346, 5층 (갈마동)",042-528-3500
미용업(종합),스타일리쉬헤어,"대전광역시 서구 계룡로354번길 7, 1층 (갈마동)",042-537-7090
미용업(종합),오린스뷰티,"대전광역시 서구 둔산서로 3, 3층 302호 (둔산동)",042-472-3033
미용업(종합),테라피 하우스,"대전광역시 서구 계룡로 616, 211호 (괴정동, 오렌지타운)",042-477-8898
미용업(종합),유니끄네일,"대전광역시 서구 둔산로 18, 404호 (둔산동, 향촌월드프라자)",070-8868-1779
미용업(종합),더블유나인뷰티,"대전광역시 서구 대덕대로220번길 32 (둔산동, 1층일부)",042-477-5678
미용업(종합),스무살에머물다,"대전광역시 서구 계백로 1135, 3층 305호 (가수원동, MK클리닉)",042-546-5055
미용업(종합),달네일,"대전광역시 서구 복수동로 52 (복수동, 1층일부)",
미용업(종합),예원피부헤어샵,"대전광역시 서구 도솔로252번길 4, 1(일부)층 (내동)",
미용업(손톱ㆍ발톱),네일메이트,"대전광역시 서구 도솔로 346-14, 1층 (괴정동)",042-320-7415
미용업(손톱ㆍ발톱),노다네일,"대전광역시 서구 계룡로571번길 65, 111호 (탄방동, 111호일부)",042-524-0510
미용업(손톱ㆍ발톱),피피네일,"대전광역시 서구 둔산중로 19 (탄방동,(A-171호)",
미용업(손톱ㆍ발톱),루미가넷,"대전광역시 서구 둔산북로 41, 3층 (둔산동, 이마트(네일죤)",070-7100-9615
미용업(손톱ㆍ발톱),손톱나무,"대전광역시 서구 둔산중로 19 (탄방동, B217호)",042-487-1110
미용업(손톱ㆍ발톱),키스뷰티,"대전광역시 서구 대덕대로 150, 1층 138호 (갈마동)",
미용업(손톱ㆍ발톱),민스네일,"대전광역시 서구 구봉로131번길 38, 101호 (관저동, 관저마치1)",042-545-5469
미용업(손톱ㆍ발톱),까사벨르,"대전광역시 서구 문예로 107, 4층 (둔산동, 홈플러스)",042-486-8088
미용업(손톱ㆍ발톱),투웬티컬러디자인,"대전광역시 서구 둔산북로 36, 117(일부)호 (둔산동, 대영프라자)",042-471-5770
미용업(손톱ㆍ발톱),블리블링,"대전광역시 서구 둔산중로 19, A202호 (탄방동)",
미용업(손톱ㆍ발톱),네일모하까,"대전광역시 서구 동서대로1063번길 14-3, 1층 (내동, 1층일부)",
미용업(손톱ㆍ발톱),네일트리,"대전광역시 서구 둔산로31번길 34, 1층 (둔산동, 1층일부)",042-488-8937
미용업(손톱ㆍ발톱),손톱하는날,"대전광역시 서구 도안동로31번길 45, 1층 (가수원동, 1층일부)",
미용업(손톱ㆍ발톱),앨리스,"대전광역시 서구 갈마역로 6, 109호 (둔산동)",
미용업(손톱ㆍ발톱),봄이네일#,"대전광역시 서구 도산로253번길 51, 1층 115호 (내동)",
미용업(손톱ㆍ발톱),살롱드르미에르,"대전광역시 서구 도솔로 401, 1층 (탄방동, 1층일부)",
미용업(손톱ㆍ발톱),더달콤,"대전광역시 서구 갈마로117번길 36, 1층 (갈마동, 1층일부)",
미용업(손톱ㆍ발톱),펠릭스,"대전광역시 서구 둔산로 201, 지하1층 (둔산동, 지하1층일부)",
미용업(손톱ㆍ발톱),소아트네일,"대전광역시 서구 문정로 131, 1층 115호 (탄방동)",
미용업(손톱ㆍ발톱),미뇽네일,"대전광역시 서구 도마로 29-1, 1층 (도마동, 1층일부)",
미용업(손톱ㆍ발톱),바비네일아트,"대전광역시 서구 계룡로 616, 1층 108일부호 (괴정동)",
미용업(손톱ㆍ발톱),빛나는네일,"대전광역시 서구 원도안로25번길 88, 2층 205호 (가수원동)",
미용업(손톱ㆍ발톱),차네일,"대전광역시 서구 갈마역로 16, 1층 105호 (둔산동)",
미용업(손톱ㆍ발톱),더예쁜손톱&레푸스,"대전광역시 서구 둔산중로134번길 39, 1층 (둔산동, 105호일부)",042-634-9918
미용업(손톱ㆍ발톱),안녕봉린네일,"대전광역시 서구 계룡로354번길 34, 1층 (갈마동, 1층일부)",
미용업(손톱ㆍ발톱),아띠네일,"대전광역시 서구 도솔로 354, 1층 (괴정동)",
미용업(손톱ㆍ발톱),모던네일,"대전광역시 서구 도산로 374, 3층 (용문동, 3층일부)",042-528-8878
미용업(손톱ㆍ발톱),블루밍네일아트,"대전광역시 서구 대덕대로335번길 23, 1층 (월평동)",042-472-5866
미용업(손톱ㆍ발톱),네일가게,"대전광역시 서구 배재로 266-1, 1층 (내동, 1층일부)",
미용업(손톱ㆍ발톱),네일슈에뜨,"대전광역시 서구 괴정로115번길 9, 1층 (괴정동, 1층일부)",042-525-8041
미용업(손톱ㆍ발톱),네코네일,"대전광역시 서구 복수남로 53, 1층 (복수동, 1층일부)",
미용업(손톱ㆍ발톱),미녀들의수다,"대전광역시 서구 신갈마로181번길 22, 1층 (갈마동)",
미용업(손톱ㆍ발톱),잇츠네일(It's Nail),"대전광역시 서구 구봉로131번길 17, 1층 106호 (관저동)",
미용업(손톱ㆍ발톱),빨강샵,"대전광역시 서구 갈마역로 10, 1층 104호 (둔산동)",
미용업(손톱ㆍ발톱),르비쥬네일,"대전광역시 서구 계룡로 616, 1층 110호 (괴정동)",
미용업(손톱ㆍ발톱),엄지공주,"대전광역시 서구 문정로 77, 3층 327호 (탄방동, 로데오타운)",
미용업(손톱ㆍ발톱),오네일,"대전광역시 서구 동서대로 696, 109호 (도안동)",
미용업(손톱ㆍ발톱),뷰티플러스,"대전광역시 서구 도마로 10 (도마동, 1층 일부)",
미용업(손톱ㆍ발톱),시우시 네일,"대전광역시 서구 문정로2번길 25, 101호 (탄방동)",042-483-4179
미용업(손톱ㆍ발톱),마녀손톱,"대전광역시 서구 문정로170번길 82, 1층 (둔산동, 1층일부)",
미용업(손톱ㆍ발톱),리코네일,"대전광역시 서구 월평북로 90, 1층 (월평동, 1층일부)",
미용업(손톱ㆍ발톱),코너스톤,"대전광역시 서구 탄방로7번길 15, 1층 (탄방동, 1층일부)",
미용업(손톱ㆍ발톱),꽃손,"대전광역시 서구 용문로 18, 1층 104호 (괴정동)",
미용업(손톱ㆍ발톱),네일샵,"대전광역시 서구 둔산로 155, 1층 107호 (둔산동)",
미용업(손톱ㆍ발톱),네일케어링 Nail Caring,"대전광역시 서구 월평중로13번길 103, 1(일부)층 (월평동)",
미용업(손톱ㆍ발톱),원지현네일,"대전광역시 서구 둔산중로 19, B197호 (탄방동, 샤크존)",042-472-7978
미용업(손톱ㆍ발톱),블링블링네일,"대전광역시 서구 괴정로149번길 22, 1층 (용문동, 1층일부)",
미용업(손톱ㆍ발톱),이니네일,"대전광역시 서구 도솔4길 24, 1층 (도마동, 1층일부)",
미용업(손톱ㆍ발톱),킴스네일,"대전광역시 서구 둔산중로 20, 나비家 아르누보팰리스 1층 124호 (탄방동)",042-478-1322
미용업(손톱ㆍ발톱),율스('s),"대전광역시 서구 둔산중로 19, 1층 A-174호 (탄방동)",
미용업(손톱ㆍ발톱),미라니네일,"대전광역시 서구 가장로 106, B11호 (가장동)",
미용업(손톱ㆍ발톱),네일빤짝,"대전광역시 서구 대덕대로 150, 큰마을상가동 1층 110호 (갈마동, 큰마을아파트)",
미용업(손톱ㆍ발톱),애봉이네일,"대전광역시 서구 갈마역로11번길 27 (갈마동, 1층일부)",
미용업(손톱ㆍ발톱),춘심네일,"대전광역시 서구 둔산남로9번길 39, 3층 (둔산동, 3층일부)",042-488-3945
미용업(손톱ㆍ발톱),바바네일,"대전광역시 서구 변동중로 2, 2층 (도마동, 2층일부)",
미용업(손톱ㆍ발톱),모도리네일,"대전광역시 서구 유등로65번길 50, 1층 (복수동, 1층일부)",042-582-3385
미용업(손톱ㆍ발톱),미미네일,"대전광역시 서구 둔산남로181번길 23, 1층 (둔산동, 1층일부)",
미용업(손톱ㆍ발톱),네일맑음,"대전광역시 서구 갈마로 249, 1층 일부호 (괴정동)",042-524-5240
미용업(손톱ㆍ발톱),네일하루,"대전광역시 서구 도마로 37, 1층 (도마동, 1층일부)",042-528-1209
미용업(손톱ㆍ발톱),빨강손톱,"대전광역시 서구 계룡로 554-1, 1층 (괴정동, 1층일부)",042-538-7555
미용업(손톱ㆍ발톱),비비에스 네일관리,"대전광역시 서구 둔지로 48, 2층 (둔산동, 2층일부)",042-483-5986
미용업(손톱ㆍ발톱),까망콩네일,"대전광역시 서구 둔산중로 19, A191호 (탄방동)",
미용업(손톱ㆍ발톱),네일닥터 엘지베스트샵 둔산점,"대전광역시 서구 문예로 3, 1층 (탄방동, 1층일부)",042-472-7254
미용업(손톱ㆍ발톱),더허브네일,"대전광역시 서구 둔산로51번길 84, 3층 (둔산동, 3층일부)",
미용업(손톱ㆍ발톱),네일잎새달,"대전광역시 서구 둔산남로 93, 2층 (둔산동, 201호일부)",070-4633-9128
미용업(손톱ㆍ발톱),플로렌스,"대전광역시 서구 둔산중로 19, 샤크존 1층 A237호 (탄방동)",
미용업(손톱ㆍ발톱),루미가넷웰리스바,"대전광역시 서구 대덕대로 219, 3층 (둔산동)",
미용업(손톱ㆍ발톱),네일톡톡,"대전광역시 서구 관저로 177-43, 1층 101호 (관저동)",042-542-9074
미용업(손톱ㆍ발톱),하나네일,"대전광역시 서구 관저남로25번길 23-76, 1층 (관저동, 1층일부)",
미용업(손톱ㆍ발톱),HELLO엔젤네일,"대전광역시 서구 도안북로 101, 2층 (도안동, 201호일부)",
미용업(손톱ㆍ발톱),네일리,"대전광역시 서구 둔산북로 215, 지하1층 (둔산동, 지하 001호일부)",042-488-0310
미용업(손톱ㆍ발톱),어도러블네일,"대전광역시 서구 탄방로7번길 27, 1층 (탄방동)",
미용업(손톱ㆍ발톱),둔산동네일bu_in,"대전광역시 서구 둔산로 18, 1층 108호 (둔산동, 향촌월드프라자)",042-933-7420
미용업(손톱ㆍ발톱),엉아네일,"대전광역시 서구 원도안로224번길 25, 1층 (도안동, 1층일부)",
미용업(손톱ㆍ발톱),예쁜여우손톱,"대전광역시 서구 신갈마로 95, 2층 237호 (갈마동)",042-537-1011
미용업(손톱ㆍ발톱),쩐언니##,"대전광역시 서구 배재로233번길 7, 1층 (변동)",
미용업(손톱ㆍ발톱),그리고아트네일,"대전광역시 서구 월평새뜸로 5, 310호 (월평동)",
미용업(손톱ㆍ발톱),골드핑거,"대전광역시 서구 둔산중로 40, 1층 136호 (둔산동)",
미용업(손톱ㆍ발톱),오뉴아이,"대전광역시 서구 배재로 155-7, 1층 6-1호 (도마동, 경남상가)",
미용업(손톱ㆍ발톱),레스트(Rest),"대전광역시 서구 둔산중로 19, 1층 A244호 (탄방동, 샤크존)",
미용업(손톱ㆍ발톱),네일퀸,"대전광역시 서구 문정로132번길 44, 1층 (탄방동, 1층일부)",
미용업(손톱ㆍ발톱),엔젤네일샵(Angel Nail Shop),"대전광역시 서구 계룡로649번길 35, 1(일부)층 (용문동)",
미용업(손톱ㆍ발톱),JINI NAIL(지니네일),"대전광역시 서구 갈마로 213 (괴정동, 1층일부)",042-536-4588
미용업(손톱ㆍ발톱),홍네일,"대전광역시 서구 둔산중로 19, 1층 B186호 (탄방동, 샤크존)",
미용업(손톱ㆍ발톱),꾸밈,"대전광역시 서구 동서대로 700, 2층 203호 (도안동)",
미용업(손톱ㆍ발톱),엘비올라네일,"대전광역시 서구 도솔로328번길 87 (가장동, 1층일부)",
미용업(손톱ㆍ발톱),꽃손,"대전광역시 서구 월평중로 50 (월평동, 전원상가 105호일부)",042-471-4512
미용업(손톱ㆍ발톱),네일씨(Nail see),"대전광역시 서구 괴정로 122, 1층 일부 (괴정동)",
미용업(손톱ㆍ발톱),네일더예쁨,"대전광역시 서구 동서대로 688, 1층 104호 (도안동, 에프엠프라임3차)",042-825-1028
미용업(손톱ㆍ발톱),리블링네일,"대전광역시 서구 계룡로562번길 67, 1층 (괴정동, 1층일부)",
미용업(손톱ㆍ발톱),반디,"대전광역시 서구 계룡로 598, 3층 (괴정동, 롯데백과점 3층일부)",
미용업(손톱ㆍ발톱),손꽃네일,"대전광역시 서구 대덕대로220번길 17, 2(일부)층 (둔산동)",
미용업(손톱ㆍ발톱),라보떼네일 La beaute Nail,"대전광역시 서구 둔산중로 19, 1층 A동105호 (탄방동, 샤크존)",
미용업(손톱ㆍ발톱),라라네일,"대전광역시 서구 도솔로 368, 1(일부)층 (괴정동)",
미용업(손톱ㆍ발톱),네일스케치,"대전광역시 서구 정림동로7번길 22, 1층 146호 (정림동, 무지개종합시장)",
미용업(손톱ㆍ발톱),위드유네일,"대전광역시 서구 청사서로 11, 2층 204(일부)호 (월평동, 무지개아파트)",
미용업(손톱ㆍ발톱),네일하다,"대전광역시 서구 둔산중로 19, 샤크존 1층 142호 (탄방동)",
미용업(손톱ㆍ발톱),모던네일,"대전광역시 서구 둔산북로 36, 1층 118(일부)호 (둔산동)",042-489-8898
미용업(손톱ㆍ발톱),이끌림네일,"대전광역시 서구 도안동로11번길 25, 럭키프라자 2층 206(일부)호 (가수원동)",
미용업(손톱ㆍ발톱),네일애 빠지다,"대전광역시 서구 계룡로 638, 2(일부)층 (용문동)",
미용업(손톱ㆍ발톱),찐이네일,"대전광역시 서구 둔산중로 19, 샤크존 1층 A112호 (탄방동)",042-628-5258
미용업(손톱ㆍ발톱),어나더네일,"대전광역시 서구 계룡로491번길 8, 1층 110(일부)호 (둔산동, 갤러리빌4차)",
미용업(손톱ㆍ발톱),벨라터치아이(Bella's Touch Eye),"대전광역시 서구 갈마중로 28, 1(일부)층 (갈마동)",
미용업(손톱ㆍ발톱),네일혜찌유,"대전광역시 서구 도솔로 347, 오송빌 1(일부)층 (괴정동)",
미용업(손톱ㆍ발톱),제이네일샵(J nail#),"대전광역시 서구 둔산로 34, 씨엔씨타워 7층 702호 (둔산동)",
미용업(손톱ㆍ발톱),이든네일,"대전광역시 서구 대덕대로 415, 상가동 1층 104호 (만년동, 상아아파트)",
미용업(손톱ㆍ발톱),모노네일,"대전광역시 서구 갈마로 101, 1층 (갈마동)",
미용업(손톱ㆍ발톱),코코네일(COCO NAIL),"대전광역시 서구 문정로 77, 로데오 타운 3층 356호 (탄방동)",042-487-0516
미용업(손톱ㆍ발톱),네일라운지(NAILLOUNGE),"대전광역시 서구 대덕대로195번길 63, 더팰리스 1층 108호 (둔산동)",042-482-0824
미용업(손톱ㆍ발톱),루다네일,"대전광역시 서구 갈마로 319, 1(일부)층 (가장동)",
미용업(손톱ㆍ발톱),미카네일,"대전광역시 서구 월평서로 11, 신신빌딩 1(일부)층 (월평동)",
미용업(손톱ㆍ발톱),탑네일샵,"대전광역시 서구 용소로12번길 6-12, 1층 일부 (가수원동)",
미용업(손톱ㆍ발톱),원네일,"대전광역시 서구 복수서로 10, 상가동 3층 304호 (복수동, 계룡아파트)",
미용업(손톱ㆍ발톱),네일참예쁘다,"대전광역시 서구 신갈마로167번길 2, 1층 일부 (갈마동)",042-535-3123
미용업(손톱ㆍ발톱),린네일,"대전광역시 서구 대덕대로 150, 분산상가 149동 1층 115-1호 (갈마동, 큰마을아파트)",042-522-3112
미용업(손톱ㆍ발톱),루키라인(Rookie-line),"대전광역시 서구 도산로 316, 1층 일부 (가장동)",
미용업(손톱ㆍ발톱),오늘도네일#,"대전광역시 서구 관저남로83번길 20, 1층 일부 (관저동)",
미용업(손톱ㆍ발톱),여우네일,"대전광역시 서구 도솔로 326, 1층 일부 (괴정동)",
미용업(손톱ㆍ발톱),첫눈에뷰티(네일),"대전광역시 서구 둔산중로 20, 나비家 아르누보팰리스 1층 154(일부)호,155(일부)호 (탄방동)",042-482-0377
미용업(손톱ㆍ발톱),희(Hee)&네일,"대전광역시 서구 청사서로 29, 상가동 1층 108호 (월평동, 샛별아파트)",
미용업(손톱ㆍ발톱),네일_너와,"대전광역시 서구 둔산로31번길 32, 우정빌딩 6층 일부 (둔산동)",
미용업(손톱ㆍ발톱),나나뷰티,"대전광역시 서구 원도안로207번길 8-18, 1층 일부 (도안동)",
"미용업(일반), 미용업(피부)",이채현피부관리,"대전광역시 서구 문정로 68, 5층 (탄방동)",042-488-7445
"미용업(일반), 미용업(피부)",더스타일,"대전광역시 서구 도솔로296번길 26, 1(일부)층 (괴정동)",042-527-7691
"미용업(일반), 미용업(피부)",에이스토탈샵,"대전광역시 서구 원도안로 100, 107호 (도안동)",
"미용업(일반), 미용업(피부)",퀸즈헤어,"대전광역시 서구 문정로 150, 2층 (탄방동)",042-349-0049
"미용업(일반), 미용업(피부)",이도연의7일동안두피,"대전광역시 서구 둔산중로 40, 둔산더리치빌 2층 222호,223호,224호 (둔산동)",
"미용업(일반), 미용업(피부)",뷰티풀데이(Beautiful Day),"대전광역시 서구 가수원로65번길 11, 1층 (가수원동, 1층일부)",
"미용업(일반), 미용업(피부)",와우헤어,"대전광역시 서구 계룡로354번길 81, 1층 (갈마동, 1층일부)",
"미용업(일반), 미용업(피부)",어바웃스킨앤바디 (about skin&body),"대전광역시 서구 둔산로51번길 80, 4층 405호 (둔산동)",042-472-1099
"미용업(일반), 미용업(피부)",행복을주는뷰티샵,"대전광역시 서구 신갈마로 8, 1층 (내동)",
"미용업(일반), 미용업(피부)",솔루미에스테헤어,"대전광역시 서구 도안동로11번길 54, 106호 (가수원동, 비전타워1)",
"미용업(일반), 미용업(피부)",유앤유헤어살롱,"대전광역시 서구 둔산로31번길 72, 203호일부호 (둔산동)",
"미용업(일반), 미용업(피부)",케어셀라,"대전광역시 서구 월평새뜸로 5, 패션월드 1층 178-3호 (월평동)",042-482-5556
"미용업(일반), 미용업(손톱ㆍ발톱)",우상안프로헤어,"대전광역시 서구 청사로 281, 상가동 3층호 (둔산동,샘머리아파트)",042-483-7662
"미용업(일반), 미용업(손톱ㆍ발톱)",H.style 헤어살롱,대전광역시 서구 도마로 23 (도마동),042-321-9558
"미용업(일반), 미용업(손톱ㆍ발톱)",리치헤어,"대전광역시 서구 도안동로11번길 62, 2층 203호 (가수원동)",042-221-9577
"미용업(일반), 미용업(손톱ㆍ발톱)",찰스프로헤어,"대전광역시 서구 원도안로 51, 201호 (가수원동, 성광타워가수원)",011-9429-3245
"미용업(일반), 미용업(손톱ㆍ발톱)",나이뻐,"대전광역시 서구 둔산중로 19, 1층 A233호 (탄방동, 샤크존)",
"미용업(일반), 미용업(손톱ㆍ발톱)",수지네일,"대전광역시 서구 둔지로 36, 1층 108호 (둔산동)",042-482-4144
"미용업(일반), 미용업(손톱ㆍ발톱)",네일클로버,"대전광역시 서구 월평로 31, 1층 (월평동, 1층일부)",
"미용업(일반), 미용업(손톱ㆍ발톱)",천사의눈,"대전광역시 서구 관저중로 98, 1층 77,78,79호 (관저동)",042-541-4605
"미용업(일반), 미용업(손톱ㆍ발톱)",제이드네일,"대전광역시 서구 월평로13번길 12-47 (월평동, 1층일부)",042-471-5767
"미용업(일반), 미용업(손톱ㆍ발톱)",로미뷰티(Romy beauty),"대전광역시 서구 도안북로93번길 31, 도안 더 블루힐 1층 101호 (도안동)",
"미용업(피부), 미용업(손톱ㆍ발톱)",스킨앤바디,"대전광역시 서구 도솔로411번길 40 (탄방동,(1층 102호)",
"미용업(피부), 미용업(손톱ㆍ발톱)",안승애토탈뷰티,"대전광역시 서구 대덕대로 149, 2층 (갈마동)",042-524-2280
"미용업(피부), 미용업(손톱ㆍ발톱)",뷰티&네일트렌드,"대전광역시 서구 도안남로 141, 2층 (관저동, 2층일부)",042-484-5950
"미용업(피부), 미용업(손톱ㆍ발톱)",엣.304,"대전광역시 서구 둔산로 18, 304호 (둔산동, 향촌월드프라자)",042-471-1304
"미용업(피부), 미용업(손톱ㆍ발톱)",이수정스킨앤바디,"대전광역시 서구 둔산로 26, 6층 602(일부)호 (둔산동, 소레드빌딩)",042-487-6222
"미용업(피부), 미용업(손톱ㆍ발톱)",한서코스메틱,"대전광역시 서구 둔산로 26, 703호 (둔산동, 소레드빌딩 )",042-488-9943
"미용업(피부), 미용업(손톱ㆍ발톱)",더네일스토리,"대전광역시 서구 계룡로 607, 1층 102호 (탄방동, 굿모닝크리닉)",042-525-2667
"미용업(피부), 미용업(손톱ㆍ발톱)",메르시,"대전광역시 서구 원도안로25번길 88, 1층 106호 (가수원동)",042-542-4115
"미용업(피부), 미용업(손톱ㆍ발톱)",비비팩토리 네일빈,"대전광역시 서구 청사서로 65, 2층 214호 (월평동)",042-484-1566
"미용업(피부), 미용업(손톱ㆍ발톱)",수화네일,"대전광역시 서구 문정로2번길 51, 129호 (탄방동)",042-486-4142
"미용업(피부), 미용업(손톱ㆍ발톱)",봉숭아손톱,"대전광역시 서구 대덕대로175번길 40, 1층 105호 (둔산동)",
"미용업(피부), 미용업(손톱ㆍ발톱)",아이샤라라,"대전광역시 서구 복수동로 21-20, 1층 110호 (복수동)",
